certification,country,duration,genres,ids,language,overview,rating,released,tagline,title,votes,watched_at,year
PG-13,us,119,"['adventure', 'science-fiction', 'action', 'superhero', 'comedy']","{'trakt': 223262, 'slug': 'ant-man-and-the-wasp-2018', 'imdb': 'tt5095030', 'tmdb': 363088}",en,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",7.48448,2018-07-06,Real heroes. Not actual size.,Ant-Man and the Wasp,20810.0,2018-11-12T19:28:49.000Z,2018
PG-13,gb,133,"['fantasy', 'family', 'adventure']","{'trakt': 158661, 'slug': 'fantastic-beasts-and-where-to-find-them-2016', 'imdb': 'tt3183660', 'tmdb': 259316}",en,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",7.74077,2016-11-18,From J.K. Rowling's wizarding world.,Fantastic Beasts and Where to Find Them,41218.0,2018-11-12T19:28:38.000Z,2016
PG-13,us,140,"['science-fiction', 'drama', 'war']","{'trakt': 178749, 'slug': 'war-for-the-planet-of-the-apes-2017', 'imdb': 'tt3450958', 'tmdb': 281338}",en,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",7.40327,2017-07-14,For freedom. For family. For the planet.,War for the Planet of the Apes,20584.0,2018-11-12T15:50:42.000Z,2017
PG-13,us,133,"['action', 'adventure', 'science-fiction', 'superhero', 'drama']","{'trakt': 196213, 'slug': 'spider-man-homecoming-2017', 'imdb': 'tt2250912', 'tmdb': 315635}",en,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",7.67045,2017-07-07,Homework can wait. The city can't.,Spider-Man: Homecoming,41357.0,2018-11-12T15:50:19.000Z,2017
PG,us,96,"['adventure', 'animation', 'comedy', 'family']","{'trakt': 8476, 'slug': 'up-2009', 'imdb': 'tt1049413', 'tmdb': 14160}",en,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",8.29691,2009-05-28,,Up,31939.0,2018-11-12T15:50:11.000Z,2009
PG-13,us,91,"['drama', 'science-fiction', 'thriller']","{'trakt': 34093, 'slug': 'gravity-2013', 'imdb': 'tt1454468', 'tmdb': 49047}",en,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",7.57544,2013-10-04,Don't Let Go,Gravity,25688.0,2018-11-12T15:50:02.000Z,2013
PG-13,us,141,"['adventure', 'superhero', 'fantasy', 'action']","{'trakt': 192487, 'slug': 'wonder-woman-2017', 'imdb': 'tt0451279', 'tmdb': 297762}",en,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,7.68666,2017-06-02,Power. Grace. Wisdom. Wonder.,Wonder Woman,50007.0,2018-11-12T15:49:26.000Z,2017
R,us,95,"['horror', 'comedy', 'thriller']","{'trakt': 13937, 'slug': 'the-cabin-in-the-woods-2012', 'imdb': 'tt1259521', 'tmdb': 22970}",en,"Five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods.",7.21496,2012-04-12,You think you know the story.,The Cabin in the Woods,11621.0,2018-11-12T15:49:02.000Z,2012
PG,us,115,"['adventure', 'fantasy', 'science-fiction', 'family']","{'trakt': 479, 'slug': 'e-t-the-extra-terrestrial-1982', 'imdb': 'tt0083866', 'tmdb': 601}",en,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",7.85962,1982-06-11,He is afraid. He is alone. He is three million light years from home.,E.T. the Extra-Terrestrial,11640.0,2018-11-12T15:48:53.000Z,1982
PG-13,us,121,"['action', 'fantasy', 'superhero']","{'trakt': 438, 'slug': 'spider-man-2002', 'imdb': 'tt0145487', 'tmdb': 557}",en,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.",7.45878,2002-05-03,With great power comes great responsibility.,Spider-Man,17760.0,2018-11-12T15:48:42.000Z,2002
PG-13,us,147,"['action', 'science-fiction', 'adventure', 'superhero']","{'trakt': 169105, 'slug': 'captain-america-civil-war-2016', 'imdb': 'tt3498820', 'tmdb': 271110}",en,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",7.98379,2016-05-06,Divided We Fall,Captain America: Civil War,47501.0,2018-11-12T15:48:28.000Z,2016
PG-13,us,106,"['mystery', 'science-fiction', 'thriller', 'romance']","{'trakt': 625, 'slug': 'gattaca-1997', 'imdb': 'tt0119177', 'tmdb': 782}",en,"In a future society in the era of indefinite eugenics, humans are set on a life course depending on their DNA. Young Vincent Freeman is born with a condition that would prevent him from space travel, yet is determined to infiltrate the GATTACA space program.",8.05289,1997-10-24,There is no gene for the human spirit.,Gattaca,7808.0,2018-11-12T15:48:06.000Z,1997
R,us,84,"['comedy', 'fantasy', 'horror']","{'trakt': 608, 'slug': 'evil-dead-ii-1987', 'imdb': 'tt0092991', 'tmdb': 765}",en,"Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from ""The Book of the Dead."" As they play the recording an evil power is unleashed taking over Linda's body.",7.66848,1987-03-13,The Sequel To The Ultimate Experience In Grueling Terror,Evil Dead II,3306.0,2018-11-12T15:47:48.000Z,1987
PG,us,107,"['comedy', 'fantasy']","{'trakt': 496, 'slug': 'ghostbusters-1984', 'imdb': 'tt0087332', 'tmdb': 620}",en,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",8.03717,1984-06-08,They ain't afraid of no ghost.,Ghostbusters,15658.0,2018-11-12T15:47:45.000Z,1984
R,us,136,"['action', 'crime', 'thriller']","{'trakt': 313, 'slug': 'kill-bill-vol-2-2004', 'imdb': 'tt0378194', 'tmdb': 393}",en,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",8.03961,2004-04-16,The bride is back for the final cut,Kill Bill: Vol. 2,15247.0,2018-11-12T15:47:32.000Z,2004
G,us,92,"['animation', 'comedy', 'family']","{'trakt': 706, 'slug': 'toy-story-2-1999', 'imdb': 'tt0120363', 'tmdb': 863}",en,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",7.90958,1999-11-24,The toys are back!,Toy Story 2,20560.0,2018-11-12T15:47:24.000Z,1999
R,us,122,['horror'],"{'trakt': 4830, 'slug': 'the-exorcist-1973', 'imdb': 'tt0070047', 'tmdb': 9552}",en,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",7.84424,1973-12-26,"Something almost beyond comprehension is happening to a girl on this street, in this house… and a man has been sent for as a last resort. This man is The Exorcist.",The Exorcist,6600.0,2018-11-12T15:47:17.000Z,1973
PG-13,us,116,"['crime', 'thriller']","{'trakt': 126, 'slug': 'ocean-s-eleven-2001', 'imdb': 'tt0240772', 'tmdb': 161}",en,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",8.03939,2001-12-07,Are you in or out?,Ocean's Eleven,16502.0,2018-11-12T15:46:20.000Z,2001
PG-13,us,136,"['action', 'adventure', 'fantasy', 'science-fiction']","{'trakt': 94024, 'slug': 'star-wars-the-force-awakens-2015', 'imdb': 'tt2488496', 'tmdb': 140607}",en,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",8.04383,2015-12-18,Every generation has a story.,Star Wars: The Force Awakens,44850.0,2018-11-12T15:46:18.000Z,2015
R,us,107,"['action', 'comedy', 'adventure', 'war']","{'trakt': 3907, 'slug': 'tropic-thunder-2008', 'imdb': 'tt0942385', 'tmdb': 7446}",en,"Vietnam veteran 'Four Leaf' Tayback's memoir, Tropic Thunder, is being made into a film, but Director Damien Cockburn can’t control the cast of prima donnas. Behind schedule and over budget, Cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. On Tayback's advice, Cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the Golden Triangle, the home of heroin-producing gangs.",7.01229,2008-08-13,Get Some.,Tropic Thunder,8541.0,2018-11-12T15:46:04.000Z,2008
PG-13,us,141,"['science-fiction', 'adventure', 'drama']","{'trakt': 183371, 'slug': 'the-martian-2015', 'imdb': 'tt3659388', 'tmdb': 286217}",en,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",8.15145,2015-10-02,Bring Him Home,The Martian,41828.0,2018-11-12T15:46:00.000Z,2015
PG-13,us,112,"['action', 'comedy', 'romance', 'music']","{'trakt': 13716, 'slug': 'scott-pilgrim-vs-the-world-2010', 'imdb': 'tt0446029', 'tmdb': 22538}",en,"Scott Pilgrim is a 22 year old radical Canadian wannabe rockstar who falls in love with an American delivery girl, Ramona Flowers, and must defeat her seven evil exes to be able to date her.",7.95556,2010-08-13,An epic of epic epicness.,Scott Pilgrim vs. the World,14086.0,2018-11-12T15:45:47.000Z,2010
PG-13,us,113,"['action', 'science-fiction']","{'trakt': 92230, 'slug': 'edge-of-tomorrow-2014', 'imdb': 'tt1631867', 'tmdb': 137113}",en,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",7.94005,2014-06-06,"Live, Die, Repeat",Edge of Tomorrow,31679.0,2018-11-12T15:45:43.000Z,2014
G,us,111,"['animation', 'fantasy', 'family', 'comedy']","{'trakt': 1416, 'slug': 'ratatouille-2007', 'imdb': 'tt0382932', 'tmdb': 2062}",en,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",7.92857,2007-06-22,He's dying to become a chef.,Ratatouille,22776.0,2018-11-12T15:45:40.000Z,2007
